,0,1,2,3,4,5,6,7,8,9,10,11
18825,New Zealand,2001,female,15-24 years,23,263730,8.72,New Zealand2001,,"53,872,425,917",14968,Millenials
18826,Bahrain,1985,female,25-34 years,0,27600,0.0,Bahrain1985,0.727,"3,651,861,702",9980,Boomers
18827,Norway,1997,male,75+ years,46,123900,37.13,Norway1997,,"161,354,369,893",39335,G.I. Generation
18828,Panama,2000,female,35-54 years,1,322587,0.31,Panama2000,0.7140000000000001,"12,304,115,000",4577,Boomers
18829,Australia,1990,female,35-54 years,136,2154800,6.31,Australia1990,0.865,"310,838,014,621",19665,Silent
18830,Colombia,2000,male,25-34 years,438,3310535,13.23,Colombia2000,0.654,"99,886,577,331",2755,Generation X
18831,Ireland,1991,male,15-24 years,61,307900,19.81,Ireland1991,,"49,847,128,533",15328,Generation X
18832,Aruba,2001,male,25-34 years,0,6638,0.0,Aruba2001,,"1,920,262,570",22317,Generation X
18833,Greece,2004,female,75+ years,3,451960,0.66,Greece2004,,"240,521,260,988",22804,Silent
18834,Denmark,2013,male,55-74 years,157,637775,24.62,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Boomers
18835,Costa Rica,1985,female,35-54 years,3,216000,1.39,Costa Rica1985,0.623,"4,796,628,461",2145,Silent
18836,Antigua and Barbuda,2009,male,15-24 years,0,7489,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
18837,Guyana,2003,male,15-24 years,27,63808,42.31,Guyana2003,,"741,929,343",1116,Millenials
18838,Georgia,2000,female,15-24 years,0,345650,0.0,Georgia2000,0.672,"3,057,453,483",734,Generation X
18839,Iceland,1992,female,15-24 years,0,20500,0.0,Iceland1992,,"6,976,080,331",29311,Generation X
18840,Guatemala,1996,female,55-74 years,2,372293,0.54,Guatemala1996,,"15,674,835,615",1775,Silent
18841,Puerto Rico,2006,male,35-54 years,90,449039,20.04,Puerto Rico2006,,"87,276,164,400",24943,Boomers
18842,Guyana,2013,female,5-14 years,1,77645,1.29,Guyana2013,0.634,"2,990,006,534",4372,Generation Z
18843,Colombia,2012,male,55-74 years,266,2556199,10.41,Colombia2012,0.715,"369,659,700,376",8586,Boomers
18844,Grenada,2003,male,75+ years,0,1289,0.0,Grenada2003,,"591,018,407",6385,Silent
18845,Australia,1994,male,55-74 years,311,1345000,23.12,Australia1994,,"322,201,314,424",19469,Silent
18846,Poland,1999,male,25-34 years,687,2615000,26.27,Poland1999,,"169,717,677,901",4640,Generation X
18847,Republic of Korea,1985,female,25-34 years,228,3568800,6.39,Republic of Korea1985,,"100,273,097,170",2731,Boomers
18848,Panama,2004,male,35-54 years,50,367374,13.61,Panama2004,,"15,013,381,700",5144,Boomers
18849,Austria,1987,female,15-24 years,49,611922,8.01,Austria1987,,"124,168,442,860",17415,Generation X
18850,Cuba,1999,female,5-14 years,5,826609,0.6,Cuba1999,,"28,364,615,242",2741,Millenials
18851,South Africa,2007,female,55-74 years,11,2411075,0.46,South Africa2007,,"299,033,511,000",6708,Silent
18852,Grenada,2011,male,5-14 years,0,9566,0.0,Grenada2011,0.7390000000000001,"778,648,667",8188,Generation Z
18853,Italy,2009,female,75+ years,149,3710834,4.02,Italy2009,,"2,185,160,183,384",38101,Silent
18854,Costa Rica,1993,female,35-54 years,9,315100,2.86,Costa Rica1993,,"9,537,297,507",3342,Boomers
18855,Croatia,2014,male,35-54 years,167,582938,28.65,Croatia2014,0.818,"57,629,518,806",14299,Generation X
18856,Greece,2014,female,15-24 years,7,552323,1.27,Greece2014,0.865,"237,029,579,261",22834,Millenials
18857,Kyrgyzstan,2010,male,75+ years,10,36816,27.16,Kyrgyzstan2010,0.634,"4,794,357,795",991,Silent
18858,Sri Lanka,1985,male,75+ years,144,115000,125.22,Sri Lanka1985,0.597,"5,978,460,972",431,G.I. Generation
18859,Ireland,1996,female,25-34 years,15,262900,5.71,Ireland1996,,"75,880,632,560",22478,Generation X
18860,Cuba,2000,female,35-54 years,175,1514492,11.56,Cuba2000,0.685,"30,565,400,000",2940,Boomers
18861,Kazakhstan,2013,male,25-34 years,733,1425587,51.42,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
18862,Suriname,2006,male,55-74 years,10,23150,43.2,Suriname2006,,"2,626,380,435",5794,Silent
18863,Belize,1997,male,75+ years,0,1596,0.0,Belize1997,,"654,314,350",3487,G.I. Generation
18864,Jamaica,2002,female,35-54 years,0,297434,0.0,Jamaica2002,,"9,694,169,757",4013,Boomers
18865,United Kingdom,1988,female,5-14 years,2,3412369,0.06,United Kingdom1988,,"910,122,732,124",17072,Generation X
18866,Ukraine,2015,female,25-34 years,168,3421535,4.91,Ukraine2015,,"91,030,959,455",2256,Millenials
18867,Hungary,2005,male,25-34 years,215,816243,26.34,Hungary2005,0.802,"113,035,361,317",11764,Generation X
18868,Iceland,1988,female,55-74 years,1,18400,5.43,Iceland1988,,"6,016,168,896",26249,G.I. Generation
18869,Mauritius,2003,female,5-14 years,0,100012,0.0,Mauritius2003,,"5,609,831,328",5136,Millenials
18870,Japan,2005,male,25-34 years,2862,8984855,31.85,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Generation X
18871,Colombia,1986,male,75+ years,13,126000,10.32,Colombia1986,,"34,942,489,684",1366,G.I. Generation
18872,Belgium,1997,female,55-74 years,173,1087545,15.91,Belgium1997,,"254,813,599,459",26609,Silent
18873,Lithuania,2009,male,15-24 years,109,237032,45.99,Lithuania2009,,"37,440,673,478",12412,Millenials
18874,Israel,1985,male,25-34 years,27,324000,8.33,Israel1985,0.768,"27,493,591,484",7325,Boomers
18875,Slovakia,2013,male,55-74 years,170,522244,32.55,Slovakia2013,0.84,"98,478,349,315",19226,Boomers
18876,Greece,1999,female,75+ years,10,382856,2.61,Greece1999,,"142,540,728,958",13756,G.I. Generation
18877,Ukraine,1989,female,75+ years,500,1931900,25.88,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
18878,Estonia,2013,male,35-54 years,52,178072,29.2,Estonia2013,0.8590000000000001,"25,137,153,149",20221,Generation X
18879,Sweden,2016,male,35-54 years,266,1299990,20.46,Sweden2016,,"514,459,972,806",55594,Generation X
18880,Kuwait,1994,female,25-34 years,7,132800,5.27,Kuwait1994,,"24,848,483,838",17161,Boomers
18881,Belize,1990,male,75+ years,0,1500,0.0,Belize1990,0.644,"413,050,000",2614,G.I. Generation
18882,Belize,1999,male,75+ years,0,1594,0.0,Belize1999,,"732,732,350",3615,G.I. Generation
18883,Panama,2009,male,75+ years,4,43998,9.09,Panama2009,,"27,116,635,600",8436,Silent
18884,Thailand,2006,male,15-24 years,378,5162684,7.32,Thailand2006,,"221,758,486,880",3598,Millenials
18885,Greece,2003,female,25-34 years,11,833120,1.32,Greece2003,,"201,924,270,316",19202,Generation X
18886,Bahrain,1985,male,25-34 years,7,67600,10.36,Bahrain1985,0.727,"3,651,861,702",9980,Boomers
18887,Kuwait,2013,male,15-24 years,2,267988,0.75,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
18888,Seychelles,2013,male,15-24 years,1,6804,14.7,Seychelles2013,0.767,"1,328,091,524",16090,Millenials
18889,Republic of Korea,1994,male,55-74 years,546,2249100,24.28,Republic of Korea1994,,"455,602,962,225",11073,Silent
18890,Guatemala,1997,male,25-34 years,29,652379,4.45,Guatemala1997,,"17,790,026,222",1967,Generation X
18891,Czech Republic,1994,female,35-54 years,177,1491800,11.86,Czech Republic1994,,"47,554,674,591",4891,Boomers
18892,Bulgaria,1986,male,5-14 years,12,667500,1.8,Bulgaria1986,,"20,249,294,118",2413,Generation X
18893,New Zealand,2004,male,75+ years,28,89210,31.39,New Zealand2004,,"103,904,537,815",27325,Silent
18894,Costa Rica,1994,female,75+ years,0,29200,0.0,Costa Rica1994,,"10,432,619,390",3562,G.I. Generation
18895,Australia,1992,female,5-14 years,2,1230600,0.16,Australia1992,,"324,878,105,053",20050,Millenials
18896,Romania,2010,male,75+ years,154,523244,29.43,Romania2010,0.785,"166,658,327,827",8190,Silent
18897,Mexico,2014,female,35-54 years,333,15556091,2.14,Mexico2014,0.7559999999999999,"1,314,385,330,073",11663,Generation X
18898,Austria,2002,male,15-24 years,99,494122,20.04,Austria2002,,"213,377,771,504",27772,Millenials
18899,Italy,1992,female,5-14 years,3,2998407,0.1,Italy1992,,"1,315,806,985,860",24297,Millenials
18900,Spain,1994,male,15-24 years,253,3334000,7.59,Spain1994,,"529,121,577,320",14223,Generation X
18901,Portugal,1988,male,55-74 years,231,841098,27.46,Portugal1988,,"56,352,797,354",5995,G.I. Generation
18902,United States,2012,male,75+ years,2853,7633574,37.37,United States2012,0.912,"16,155,255,000,000",55170,Silent
18903,Luxembourg,2012,female,15-24 years,1,31459,3.18,Luxembourg2012,0.888,"56,677,961,787",113120,Millenials
18904,Serbia,2014,male,25-34 years,73,487583,14.97,Serbia2014,0.7709999999999999,"44,210,806,366",6500,Millenials
18905,Montenegro,2006,male,75+ years,0,10925,0.0,Montenegro2006,,"2,721,904,403",4654,Silent
18906,Kiribati,1998,male,5-14 years,1,10956,9.13,Kiribati1998,,"65,334,841",939,Millenials
18907,Greece,1999,male,25-34 years,59,857189,6.88,Greece1999,,"142,540,728,958",13756,Generation X
18908,Argentina,2006,female,15-24 years,175,3271703,5.35,Argentina2006,,"232,557,260,817",6475,Millenials
18909,Cyprus,2000,male,55-74 years,0,66009,0.0,Cyprus2000,0.8,"10,183,317,625",11635,Silent
18910,Barbados,1989,female,75+ years,0,8000,0.0,Barbados1989,,"2,015,731,029",8541,G.I. Generation
18911,Kazakhstan,2013,male,35-54 years,1142,2098964,54.41,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation X
18912,Guyana,2012,male,5-14 years,4,83404,4.8,Guyana2012,0.629,"2,861,562,266",4212,Generation Z
18913,Ireland,1997,female,5-14 years,0,290184,0.0,Ireland1997,,"82,826,146,132",24259,Millenials
18914,Iceland,2013,female,25-34 years,3,22445,13.37,Iceland2013,0.899,"15,548,321,544",51749,Millenials
18915,Belize,1997,female,55-74 years,0,6984,0.0,Belize1997,,"654,314,350",3487,Silent
18916,Albania,1998,female,55-74 years,6,188200,3.19,Albania1998,,"2,707,123,772",899,Silent
18917,United Kingdom,2010,male,5-14 years,1,3586875,0.03,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation Z
18918,Germany,1993,female,25-34 years,371,6736600,5.51,Germany1993,,"2,068,555,542,411",26937,Boomers
18919,Luxembourg,1987,male,35-54 years,19,51000,37.25,Luxembourg1987,,"8,614,215,559",24654,Silent
18920,Thailand,1987,female,55-74 years,96,2269321,4.23,Thailand1987,,"50,535,438,696",1045,G.I. Generation
18921,Kazakhstan,2010,female,5-14 years,25,1155258,2.16,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation Z
18922,Saint Lucia,2006,male,5-14 years,0,16150,0.0,Saint Lucia2006,,"1,134,193,630",7391,Millenials
18923,Bulgaria,1989,male,15-24 years,69,633700,10.89,Bulgaria1989,,"21,988,444,444",2617,Generation X
18924,Belgium,2012,female,25-34 years,45,715195,6.29,Belgium2012,0.889,"497,884,216,569",47678,Millenials
18925,Ukraine,1996,female,55-74 years,1079,6561400,16.44,Ukraine1996,,"44,558,077,827",925,Silent
18926,Belgium,1987,female,15-24 years,35,725700,4.82,Belgium1987,,"150,194,077,688",16165,Generation X
18927,Greece,1993,male,55-74 years,95,1025017,9.27,Greece1993,,"108,809,058,859",10957,Silent
18928,Latvia,2008,male,5-14 years,1,100371,1.0,Latvia2008,,"35,596,016,664",17217,Generation Z
18929,Hungary,2012,female,55-74 years,219,1343763,16.3,Hungary2012,0.823,"127,856,647,108",13525,Boomers
18930,Argentina,1987,male,55-74 years,532,2034500,26.15,Argentina1987,,"111,106,191,358",4026,G.I. Generation
18931,Belize,2011,female,55-74 years,0,11025,0.0,Belize2011,0.711,"1,487,005,600",5098,Boomers
18932,Kyrgyzstan,2009,male,55-74 years,26,182750,14.23,Kyrgyzstan2009,,"4,690,062,255",977,Silent
18933,Brazil,2011,male,15-24 years,1335,17674787,7.55,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials
18934,Netherlands,2011,female,55-74 years,161,1847013,8.72,Netherlands2011,0.919,"893,757,287,202",56667,Boomers
18935,Portugal,1997,female,75+ years,26,389094,6.68,Portugal1997,,"117,046,198,971",12237,G.I. Generation
18936,United Arab Emirates,2007,female,35-54 years,3,365164,0.82,United Arab Emirates2007,,"257,916,133,424",45285,Boomers
18937,Suriname,1999,female,25-34 years,2,38746,5.16,Suriname1999,,"885,444,186",2142,Generation X
18938,Argentina,2015,male,25-34 years,465,3289927,14.13,Argentina2015,,"594,749,285,413",14981,Millenials
18939,Belize,2012,female,75+ years,0,2440,0.0,Belize2012,0.716,"1,573,670,250",5264,Silent
18940,Ukraine,1995,male,5-14 years,68,3834000,1.77,Ukraine1995,0.662,"48,213,868,178",996,Millenials
18941,Saint Lucia,2009,male,25-34 years,2,13332,15.0,Saint Lucia2009,,"1,262,973,407",7902,Generation X
18942,Republic of Korea,2006,female,55-74 years,895,3899641,22.95,Republic of Korea2006,,"1,011,797,457,139",21753,Silent
18943,Saint Vincent and Grenadines,1987,male,5-14 years,0,13801,0.0,Saint Vincent and Grenadines1987,,"175,580,630",1908,Generation X
18944,Hungary,2000,female,5-14 years,3,588533,0.51,Hungary2000,0.769,"47,310,623,887",4966,Millenials
18945,Croatia,2000,female,5-14 years,0,295200,0.0,Croatia2000,0.7490000000000001,"21,774,273,832",5288,Millenials
18946,Costa Rica,1989,male,15-24 years,23,293000,7.85,Costa Rica1989,,"6,866,402,028",2686,Generation X
18947,Lithuania,2012,female,5-14 years,0,141261,0.0,Lithuania2012,0.833,"42,848,195,256",15099,Generation Z
18948,Ireland,1990,male,15-24 years,44,309400,14.22,Ireland1990,0.77,"49,364,681,256",15312,Generation X
18949,Norway,2001,female,55-74 years,29,399140,7.27,Norway2001,,"174,003,247,439",41281,Silent
18950,Uruguay,1985,male,35-54 years,67,336400,19.92,Uruguay1985,0.667,"4,732,017,873",1729,Silent
18951,Ecuador,2014,female,5-14 years,18,1497410,1.2,Ecuador2014,0.732,"101,726,331,000",7116,Generation Z
18952,Japan,2011,male,5-14 years,52,5792000,0.9,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z
18953,Spain,2003,male,5-14 years,2,2075819,0.1,Spain2003,,"906,853,273,138",22701,Millenials
18954,Lithuania,2014,female,15-24 years,12,186406,6.44,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Millenials
18955,Slovenia,2015,male,5-14 years,1,101184,0.99,Slovenia2015,,"43,072,415,017",22036,Generation Z
18956,Norway,2001,male,75+ years,39,130190,29.96,Norway2001,,"174,003,247,439",41281,Silent
18957,Colombia,2009,female,55-74 years,46,2574750,1.79,Colombia2009,,"233,821,670,544",5643,Silent
18958,Saint Vincent and Grenadines,2001,male,15-24 years,0,10929,0.0,Saint Vincent and Grenadines2001,,"430,040,370",4418,Millenials
18959,Luxembourg,1990,female,75+ years,4,15500,25.81,Luxembourg1990,0.779,"13,229,247,948",36871,G.I. Generation
18960,United Kingdom,1990,female,75+ years,154,2625749,5.86,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
18961,Panama,2009,female,35-54 years,4,430632,0.93,Panama2009,,"27,116,635,600",8436,Boomers
18962,Chile,2007,female,75+ years,9,365832,2.46,Chile2007,,"173,605,968,179",11387,Silent
18963,Thailand,2004,male,5-14 years,17,5028787,0.34,Thailand2004,,"172,895,476,153",2849,Millenials
18964,Azerbaijan,1992,male,75+ years,2,40300,4.96,Azerbaijan1992,,"4,991,350,458",784,G.I. Generation
18965,Norway,1989,female,15-24 years,20,322400,6.2,Norway1989,,"102,633,789,558",25945,Generation X
18966,United Kingdom,1991,male,25-34 years,801,4577587,17.5,United Kingdom1991,,"1,142,797,178,131",21201,Boomers
18967,Bahrain,2008,female,55-74 years,0,24495,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
18968,Brazil,2011,male,25-34 years,1907,17249585,11.06,Brazil2011,0.742,"2,616,201,578,192",14245,Millenials
18969,Paraguay,1995,female,35-54 years,6,410701,1.46,Paraguay1995,0.604,"9,062,131,308",2223,Boomers
18970,Finland,2004,female,35-54 years,116,755108,15.36,Finland2004,,"196,768,065,557",39793,Boomers
18971,Brazil,1987,male,75+ years,149,655621,22.73,Brazil1987,,"294,084,112,393",2394,G.I. Generation
18972,Hungary,1992,male,75+ years,317,178482,177.61,Hungary1992,,"38,724,945,368",3970,G.I. Generation
18973,United States,2000,male,55-74 years,4153,19948630,20.82,United States2000,0.883,"10,284,779,000,000",39218,Silent
18974,Colombia,1994,male,15-24 years,313,3391100,9.23,Colombia1994,,"81,703,500,846",2646,Generation X
18975,United Kingdom,2004,male,15-24 years,315,3953382,7.97,United Kingdom2004,,"2,398,555,474,185",42486,Millenials
18976,Mauritius,2014,female,55-74 years,2,112152,1.78,Mauritius2014,0.777,"12,803,445,934",11120,Boomers
18977,Belize,1987,female,5-14 years,0,23345,0.0,Belize1987,,"276,550,000",1920,Generation X
18978,Belgium,2014,female,35-54 years,231,1540001,15.0,Belgium2014,0.89,"530,770,977,634",50173,Generation X
18979,Costa Rica,1985,male,15-24 years,33,285800,11.55,Costa Rica1985,0.623,"4,796,628,461",2145,Generation X
18980,Iceland,1989,female,25-34 years,1,20900,4.78,Iceland1989,,"5,588,533,007",24089,Boomers
18981,Singapore,2001,male,35-54 years,65,573200,11.34,Singapore2001,,"89,286,208,629",28774,Boomers
18982,Turkmenistan,1998,male,55-74 years,20,149300,13.4,Turkmenistan1998,,"2,605,688,065",636,Silent
18983,Australia,2002,male,25-34 years,452,1433165,31.54,Australia2002,,"394,486,709,920",21474,Generation X
18984,Colombia,1992,female,25-34 years,53,2997700,1.77,Colombia1992,,"49,279,585,355",1664,Boomers
18985,Romania,1998,female,25-34 years,52,1665800,3.12,Romania1998,,"41,976,002,704",1967,Generation X
18986,Uruguay,1989,female,35-54 years,17,357700,4.75,Uruguay1989,,"8,438,951,476",2992,Silent
18987,Latvia,1996,male,5-14 years,4,190700,2.1,Latvia1996,,"5,970,044,666",2526,Millenials
18988,Uruguay,1988,male,55-74 years,60,241400,24.86,Uruguay1988,,"8,213,515,459",2934,G.I. Generation
18989,United States,1989,female,35-54 years,2159,31264000,6.91,United States1989,,"5,657,693,000,000",24654,Silent
18990,Barbados,2006,male,25-34 years,2,19677,10.16,Barbados2006,,"4,246,600,000",16531,Generation X
18991,Kuwait,2004,male,25-34 years,6,318728,1.88,Kuwait2004,,"59,440,108,585",29778,Generation X
18992,San Marino,2005,female,55-74 years,0,3105,0.0,San Marino2005,,"1,958,711,603",69301,Silent
18993,Republic of Korea,2001,female,75+ years,306,766768,39.91,Republic of Korea2001,,"533,052,076,314",11922,Silent
18994,Antigua and Barbuda,1993,male,15-24 years,0,6069,0.0,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
18995,Barbados,1991,male,35-54 years,5,25000,20.0,Barbados1991,,"2,007,109,829",8469,Boomers
18996,United States,1990,female,55-74 years,1504,21296300,7.06,United States1990,0.8590000000000001,"5,979,589,000,000",26004,G.I. Generation
18997,Russian Federation,1996,male,75+ years,1192,1242800,95.91,Russian Federation1996,,"391,719,993,757",2813,G.I. Generation
18998,Germany,1991,female,55-74 years,1400,8711800,16.07,Germany1991,,"1,861,873,895,109",24662,Silent
18999,Luxembourg,2009,female,15-24 years,0,28821,0.0,Luxembourg2009,,"51,370,543,206",109483,Millenials
19000,Luxembourg,1988,male,75+ years,2,7300,27.4,Luxembourg1988,,"9,750,161,053",27676,G.I. Generation
19001,Ireland,2005,male,25-34 years,86,344139,24.99,Ireland2005,0.895,"211,650,764,830",55213,Generation X
19002,Saint Vincent and Grenadines,2015,female,55-74 years,0,6999,0.0,Saint Vincent and Grenadines2015,,"756,666,667",7496,Boomers
19003,Belarus,2011,female,35-54 years,141,1470135,9.59,Belarus2011,0.7929999999999999,"61,757,788,945",6902,Generation X
19004,Belarus,2009,female,35-54 years,165,1507662,10.94,Belarus2009,,"49,209,523,810",5366,Boomers
19005,United Kingdom,1989,male,25-34 years,664,4320494,15.37,United Kingdom1989,,"926,884,816,754",17349,Boomers
